,Heave_Gain_Active,UR,UR_Duty_Cycle,UR_Cyl1_Vel,UR_Cyl2_Vel,UR_Cyl3_Vel,UR_Cyl1_Amp,UR_Cyl2_Amp,UR_Cyl3_Amp,UR_Duty_Cycle_Heave,UR_Data_Mean
0,19.122342602952816,106.1523818851178,106.1523818851178,80.01144687117534,46.218122606886915,60.94843595888662,64.42015769264914,40.40143099698153,50.25072409889915,105.30643830687673,77.91799252244631
1,28.12465917766387,121.58946867807411,121.58946867807411,85.54233272372181,61.347133727926526,68.13600607137903,70.7750244140625,55.50275906649503,56.45506564053622,120.39773613127493,91.09717526447814
2,33.96201069288842,137.49589085631925,137.49589085631925,91.72293820969217,70.81356124129184,80.2762383793902,97.49914273348722,80.22430697354403,88.82315618341619,136.36214045257415,98.75591735848043
3,45.07840544114869,153.71144136702904,153.71144136702904,101.14343828871866,81.07098885729695,88.53894639117995,102.0948319868608,85.28382734818892,93.03642966530539,152.67665749621906,115.15049526328575
